timestampIso,mode,tag,bridgeName,currency,direction,amountXrp,runsPlanned,totalRuns,successCount,failureCount,successRate_pct,latency_min_ms,latency_p50_ms,latency_p90_ms,latency_p95_ms,latency_p99_ms,latency_max_ms,latency_mean_ms,latency_std_ms,cost_n,cost_mean_total,cost_min_total,cost_max_total,cost_std_total,cost_mean_bridge,cost_mean_source_fee,cost_mean_target_fee,batchDurationMs,xrplUrl,xrplAddress,evmUrl,evmAddress
2025-12-03T16:19:19.151Z,mainnet,mainnet_xrpl_evm_to_xrpl_1764778573038,axelar,XRP,xrpl_evm_to_xrpl,4,3,3,3,0,100,15515,68369,84693,86733.5,88365.90000000001,88774,57552.666666666664,30870.32091759908,3,4.093323725,4.093323725,4.093323725,0,1.3333329999999999,0.09332372500000001,0.11000366666666668,184127,wss://xrplcluster.com/,rneoLeMEDF3aRzd2ejsEo3MabLsjCnho55,https://rpc.xrplevm.org,0xeF0e7DD8823791927C9685ef946350971A21114E
