timestampIso,mode,tag,direction,amountXrp,runsPlanned,totalRuns,successCount,failureCount,successRate_pct,latency_min_ms,latency_p50_ms,latency_p90_ms,latency_p95_ms,latency_p99_ms,latency_max_ms,latency_mean_ms,latency_std_ms,cost_n,cost_mean_total_xrp,cost_min_total_xrp,cost_max_total_xrp,cost_std_total_xrp,cost_mean_bridge_xrp,cost_mean_source_fee_xrp,cost_mean_target_fee_xrp,batchDurationMs,xrplUrl,xrplAddress,evmUrl,evmAddress
2025-10-04T16:58:03.437Z,testnet,testnet_xrpl_to_evm_1759596775355,xrpl_to_evm,4,2,2,2,0,100,94925,123448.5,146267.30000000002,149119.65,151401.53,151972,123448.5,28523.5,2,2.4246305,2.411377,2.437884,0.01325350000000003,0.12461850000000019,0.000012,0.03880419402,306946,wss://s.altnet.rippletest.net:51233,rDXtwcWB4ghQhrDaCEynemWyLqHPDmo1Kt,https://rpc.testnet.xrplevm.org,0xa43F293D412856F5ebE3a6B49d41654A18CF93a4
