timestampIso,mode,tag,bridgeName,currency,direction,amountXrp,runsPlanned,totalRuns,successCount,failureCount,successRate_pct,latency_min_ms,latency_p50_ms,latency_p90_ms,latency_p95_ms,latency_p99_ms,latency_max_ms,latency_mean_ms,latency_std_ms,cost_n,cost_mean_total,cost_min_total,cost_max_total,cost_std_total,cost_mean_bridge,cost_mean_source_fee,cost_mean_target_fee,batchDurationMs,xrplUrl,xrplAddress,evmUrl,evmAddress
2025-12-03T15:50:42.612Z,mainnet,mainnet_xrpl_to_base_1764776378588,near-intents,USD,xrpl_to_base,4,3,3,1,2,33.33,38930,38930,38930,38930,38930,38930,38930,0,1,4.000012,4.000012,4.000012,0,-4.677493999999999,0.000012,1.79620223706e-7,661036,wss://xrplcluster.com/,rneoLeMEDF3aRzd2ejsEo3MabLsjCnho55,https://rpc.xrplevm.org,0xeF0e7DD8823791927C9685ef946350971A21114E
