runId,success,abort_reason,network_mode,direction,amount_xrp,total_runs,xrpl_endpoint,evm_endpoint,xrpl_gateway,evm_gateway,evm_contract,t0_prepare,t1_submit,t2_observe,preparation_time_ms,total_latency_ms,source_tx_hash,target_tx_hash,bridge_message_id,source_fee,target_fee,bridge_fee,total_cost
testnet_xrpl_to_evm_1759000735628,true,,testnet,xrpl_to_evm,2,1,wss://s.altnet.rippletest.net:51233,https://rpc.testnet.xrplevm.org,rNrjh1KGZk2jBR3wPfAQnoidtFFYQKbQn2,B5FB4BE02232B1bBA4dC8f81dc24C26980dE9e3C,9bEb991eDdF92528E6342Ec5f7B0846C24cbaB58,1759000736642,1759000737439,1759000737439,797,0,B8F2D47BA626639C0D025444A3900C621D42690588C9A32FCC691EF21B93F38F,0x3d81c05319950afcc7cf2bbcdde421da45f88d5418303064344be2ff6b958b89,,0.000012,,NaN,NaN
