timestampIso,tag,direction,amountXrp,runsPlanned,totalRuns,successCount,failureCount,successRate_pct,latency_min_ms,latency_p50_ms,latency_p90_ms,latency_p95_ms,latency_p99_ms,latency_max_ms,latency_mean_ms,latency_std_ms,cost_n,cost_mean_total_xrp,cost_min_total_xrp,cost_max_total_xrp,cost_std_total_xrp,cost_mean_bridge_xrp,cost_mean_source_fee_xrp,cost_mean_target_fee_xrp,batchDurationMs,xrplUrl,evmUrl
2025-10-02T16:30:26.937Z,testnet_evm_to_xrpl_1759421789069,evm_to_xrpl,4,2,2,0,2,0,,,,,,,,,0,,,,,,,,835765,wss://s.altnet.rippletest.net:51233,https://rpc.testnet.xrplevm.org
