timestampIso,mode,tag,bridgeName,direction,transferAmount,transferAmountUsd,runsPlanned,totalRuns,successCount,failureCount,successRate_pct,latency_min_ms,latency_p50_ms,latency_p90_ms,latency_p95_ms,latency_max_ms,latency_mean_ms,latency_std_ms,cost_n,cost_mean_total_usd,cost_min_total_usd,cost_max_total_usd,cost_std_total_usd,cost_mean_bridge_usd,cost_mean_source_fee_usd,cost_mean_target_fee_usd,batchDurationMs,xrplUrl,xrplAddress,evmUrl,evmAddress
2025-12-06T13:01:01.820Z,mainnet,mainnet_xrpl_to_xrpl_evm_1765025974115,axelar,xrpl_to_xrpl_evm,4,0,1,1,1,0,100,85915,85915,85915,85915,85915,85915,0,1,8.12,8.12,8.12,0,0.43,0,0.12,86578,wss://xrplcluster.com/,rneoLeMEDF3aRzd2ejsEo3MabLsjCnho55,https://rpc.xrplevm.org,0xeF0e7DD8823791927C9685ef946350971A21114E
