timestampIso,mode,tag,bridgeName,direction,transferAmount,transferAmountUsd,runsPlanned,totalRuns,successCount,failureCount,successRate_pct,latency_min_ms,latency_p50_ms,latency_p90_ms,latency_p95_ms,latency_max_ms,latency_mean_ms,latency_std_ms,cost_n,cost_mean_total_usd,cost_min_total_usd,cost_max_total_usd,cost_std_total_usd,cost_mean_bridge_usd,cost_mean_source_fee_usd,cost_mean_target_fee_usd,batchDurationMs,xrplUrl,xrplAddress,evmUrl,evmAddress
2025-12-06T14:52:42.571Z,mainnet,mainnet_xrpl_to_base_1765032667827,near-intents,xrpl_to_base,4,0,3,2,2,0,100,35359,36234,36934,37021.5,37109,36234,875,2,8.16,8.16,8.16,0,0,0,0,94069,wss://xrplcluster.com/,rneoLeMEDF3aRzd2ejsEo3MabLsjCnho55,https://rpc.xrplevm.org,0xeF0e7DD8823791927C9685ef946350971A21114E
