timestampIso,tag,direction,amountXrp,runsPlanned,totalRuns,successCount,failureCount,successRate_pct,latency_min_ms,latency_p50_ms,latency_p90_ms,latency_p95_ms,latency_p99_ms,latency_max_ms,latency_mean_ms,latency_std_ms,cost_n,cost_mean_total_xrp,cost_min_total_xrp,cost_max_total_xrp,cost_std_total_xrp,cost_mean_bridge_xrp,cost_mean_source_fee_xrp,cost_mean_target_fee_xrp,batchDurationMs,xrplUrl,evmUrl
2025-10-04T09:46:49.682Z,testnet_xrpl_to_evm_1759570792959,xrpl_to_evm,4,3,3,3,0,100,98344,110865,113444.20000000001,113766.6,114024.52,114089,107766,6791.126906976976,0,,,,,,,,414345,wss://s.altnet.rippletest.net:51233,https://rpc.testnet.xrplevm.org
2025-10-04T09:58:03.373Z,testnet_xrpl_to_evm_1759571592619,xrpl_to_evm,4,2,2,2,0,100,118953,121226,123044.40000000001,123271.7,123453.54,123499,121226,2273,2,2.4627879999999998,2.462731,2.4628449999999997,0.00005699999999997374,0.16277600000000025,0.000012,0.0640266,289988,wss://s.altnet.rippletest.net:51233,https://rpc.testnet.xrplevm.org
