timestampIso,tag,direction,amountXrp,runsPlanned,totalRuns,successCount,failureCount,successRate_pct,latency_min_ms,latency_p50_ms,latency_p90_ms,latency_p95_ms,latency_p99_ms,latency_max_ms,latency_mean_ms,latency_std_ms,cost_n,cost_mean_total_xrp,cost_min_total_xrp,cost_max_total_xrp,cost_std_total_xrp,cost_mean_bridge_xrp,cost_mean_source_fee_xrp,cost_mean_target_fee_xrp,batchDurationMs,xrplUrl,evmUrl
2025-10-04T09:46:49.682Z,testnet_xrpl_to_evm_1759570792959,xrpl_to_evm,4,3,3,3,0,100,98344,110865,113444.20000000001,113766.6,114024.52,114089,107766,6791.126906976976,0,,,,,,,,414345,wss://s.altnet.rippletest.net:51233,https://rpc.testnet.xrplevm.org
